CodigoTema;CodigoUbicacion;Inicio;Fin;FechaHora;Fecha;Hora
1050;6;11700;11800;VI 11 / 14:30;11/04/2014;14:30:00
1199;14;11710;11785;VI 11 / 14:40;11/04/2014;14:40:00
434;10;11745;11825;VI 11 / 15:15;11/04/2014;15:15:00
150;9;11760;11850;VI 11 / 15:30;11/04/2014;15:30:00
86;12;11770;11870;VI 11 / 15:40;11/04/2014;15:40:00
1240;3;11775;11837;VI 11 / 15:45;11/04/2014;15:45:00
255;17;11785;11874;VI 11 / 15:55;11/04/2014;15:55:00
333;16;11790;11790;VI 11 / 16:00;11/04/2014;16:00:00
735;7;11790;11800;VI 11 / 16:00;11/04/2014;16:00:00
1244;7;11790;11842;VI 11 / 16:00;11/04/2014;16:00:00
1287;2;11790;11900;VI 11 / 16:00;11/04/2014;16:00:00
390;14;11815;11843;VI 11 / 16:25;11/04/2014;16:25:00
438;14;11815;11870;VI 11 / 16:25;11/04/2014;16:25:00
1271;14;11815;11850;VI 11 / 16:25;11/04/2014;16:25:00
1267;1;11820;11924;VI 11 / 16:30;11/04/2014;16:30:00
33;8;11825;11873;VI 11 / 16:35;11/04/2014;16:35:00
947;8;11825;11881;VI 11 / 16:35;11/04/2014;16:35:00
15;5;11830;11900;VI 11 / 16:40;11/04/2014;16:40:00
225;6;11830;11925;VI 11 / 16:40;11/04/2014;16:40:00
1076;13;11830;11850;VI 11 / 16:40;11/04/2014;16:40:00
1322;13;11830;11876;VI 11 / 16:40;11/04/2014;16:40:00
958;11;11840;11930;VI 11 / 16:50;11/04/2014;16:50:00
465;15;11845;11917;VI 11 / 16:55;11/04/2014;16:55:00
418;3;11895;12001;VI 11 / 17:45;11/04/2014;17:45:00
684;7;11900;11995;VI 11 / 17:50;11/04/2014;17:50:00
336;16;11910;11910;VI 11 / 18:00;11/04/2014;18:00:00
1118;10;11915;11995;VI 11 / 18:05;11/04/2014;18:05:00
931;2;11930;12027;VI 11 / 18:20;11/04/2014;18:20:00
154;9;11940;12030;VI 11 / 18:30;11/04/2014;18:30:00
237;12;11940;12011;VI 11 / 18:30;11/04/2014;18:30:00
574;17;11945;12064;VI 11 / 18:35;11/04/2014;18:35:00
982;14;11965;12035;VI 11 / 18:55;11/04/2014;18:55:00
259;5;11970;12070;VI 11 / 19:00;11/04/2014;19:00:00
613;11;11970;12153;VI 11 / 19:00;11/04/2014;19:00:00
55;13;11990;12101;VI 11 / 19:20;11/04/2014;19:20:00
1073;4;11990;12084;VI 11 / 19:20;11/04/2014;19:20:00
549;6;12000;12096;VI 11 / 19:30;11/04/2014;19:30:00
695;15;12005;12085;VI 11 / 19:35;11/04/2014;19:35:00
484;16;12020;12088;VI 11 / 19:50;11/04/2014;19:50:00
912;8;12025;12110;VI 11 / 19:55;11/04/2014;19:55:00
184;7;12050;12141;VI 11 / 20:20;11/04/2014;20:20:00
59;3;12055;12155;VI 11 / 20:25;11/04/2014;20:25:00
386;14;12065;12160;VI 11 / 20:35;11/04/2014;20:35:00
4;2;12070;12132;VI 11 / 20:40;11/04/2014;20:40:00
1236;10;12075;12156;VI 11 / 20:45;11/04/2014;20:45:00
1046;12;12080;12176;VI 11 / 20:50;11/04/2014;20:50:00
1188;1;12080;12179;VI 11 / 20:50;11/04/2014;20:50:00
457;5;12100;12167;VI 11 / 21:10;11/04/2014;21:10:00
920;17;12115;12200;VI 11 / 21:25;11/04/2014;21:25:00
188;16;12120;12206;VI 11 / 21:30;11/04/2014;21:30:00
461;4;12120;12241;VI 11 / 21:30;11/04/2014;21:30:00
351;9;12130;12208;VI 11 / 21:40;11/04/2014;21:40:00
621;6;12140;12235;VI 11 / 21:50;11/04/2014;21:50:00
476;13;12150;12231;VI 11 / 22:00;11/04/2014;22:00:00
169;2;12170;12280;VI 11 / 22:20;11/04/2014;22:20:00
499;15;12185;12260;VI 11 / 22:35;11/04/2014;22:35:00
811;7;12190;12225;VI 11 / 22:40;11/04/2014;22:40:00
900;7;12190;12220;VI 11 / 22:40;11/04/2014;22:40:00
1162;10;12205;12302;VI 11 / 22:55;11/04/2014;22:55:00
426;12;12210;12317;VI 11 / 23:00;11/04/2014;23:00:00
521;1;12210;12300;VI 11 / 23:00;11/04/2014;23:00:00
717;11;12210;12312;VI 11 / 23:00;11/04/2014;23:00:00
26;8;12215;12339;VI 11 / 23:05;11/04/2014;23:05:00
876;14;12230;12342;VI 11 / 23:20;11/04/2014;23:20:00
180;5;12240;12332;VI 11 / 23:30;11/04/2014;23:30:00
382;3;12245;12335;VI 11 / 23:35;11/04/2014;23:35:00
1170;17;12255;12338;VI 11 / 23:45;11/04/2014;23:45:00
263;9;12260;12365;VI 11 / 23:50;11/04/2014;23:50:00
1138;10;12285;12421;SA 12 / 00:15;12/04/2014;00:15:00
180;5;12310;12402;SA 12 / 00:40;12/04/2014;00:40:00
410;17;12315;12414;SA 12 / 00:45;12/04/2014;00:45:00
1188;1;12330;12429;SA 12 / 01:00;12/04/2014;01:00:00
660;3;12335;12430;SA 12 / 01:05;12/04/2014;01:05:00
864;15;12345;12420;SA 12 / 01:15;12/04/2014;01:15:00
204;2;12360;12449;SA 12 / 01:30;12/04/2014;01:30:00
1031;2;12940;13030;SA 12 / 11:10;12/04/2014;11:10:00
59;3;12955;13055;SA 12 / 11:25;12/04/2014;11:25:00
461;4;12960;13081;SA 12 / 11:30;12/04/2014;11:30:00
979;11;12970;13064;SA 12 / 11:40;12/04/2014;11:40:00
1236;10;12975;13056;SA 12 / 11:45;12/04/2014;11:45:00
473;17;12995;13070;SA 12 / 12:05;12/04/2014;12:05:00
549;6;13020;13116;SA 12 / 12:30;12/04/2014;12:30:00
449;9;13050;13143;SA 12 / 13:00;12/04/2014;13:00:00
510;7;13060;13081;SA 12 / 13:10;12/04/2014;13:10:00
668;7;13060;13074;SA 12 / 13:10;12/04/2014;13:10:00
725;2;13060;13145;SA 12 / 13:10;12/04/2014;13:10:00
770;7;13060;13095;SA 12 / 13:10;12/04/2014;13:10:00
1134;7;13060;13070;SA 12 / 13:10;12/04/2014;13:10:00
629;5;13070;13157;SA 12 / 13:20;12/04/2014;13:20:00
732;15;13075;13152;SA 12 / 13:25;12/04/2014;13:25:00
860;12;13090;13179;SA 12 / 13:40;12/04/2014;13:40:00
518;10;13105;13195;SA 12 / 13:55;12/04/2014;13:55:00
359;4;13110;13194;SA 12 / 14:00;12/04/2014;14:00:00
1295;1;13110;13212;SA 12 / 14:00;12/04/2014;14:00:00
307;8;13115;13115;SA 12 / 14:05;12/04/2014;14:05:00
908;13;13120;13200;SA 12 / 14:10;12/04/2014;14:10:00
1146;14;13120;13244;SA 12 / 14:10;12/04/2014;14:10:00
398;17;13125;13137;SA 12 / 14:15;12/04/2014;14:15:00
884;17;13125;13138;SA 12 / 14:15;12/04/2014;14:15:00
1130;17;13125;13197;SA 12 / 14:15;12/04/2014;14:15:00
916;11;13130;13229;SA 12 / 14:20;12/04/2014;14:20:00
158;3;13145;13205;SA 12 / 14:35;12/04/2014;14:35:00
621;6;13150;13245;SA 12 / 14:40;12/04/2014;14:40:00
598;7;13190;13265;SA 12 / 15:20;12/04/2014;15:20:00
606;5;13190;13270;SA 12 / 15:20;12/04/2014;15:20:00
1232;12;13210;13316;SA 12 / 15:40;12/04/2014;15:40:00
1031;2;13220;13310;SA 12 / 15:50;12/04/2014;15:50:00
107;9;13230;13298;SA 12 / 16:00;12/04/2014;16:00:00
465;15;13245;13317;SA 12 / 16:15;12/04/2014;16:15:00
271;16;13250;13330;SA 12 / 16:20;12/04/2014;16:20:00
277;16;13250;13292;SA 12 / 16:20;12/04/2014;16:20:00
652;1;13250;13355;SA 12 / 16:20;12/04/2014;16:20:00
912;13;13250;13335;SA 12 / 16:20;12/04/2014;16:20:00
691;3;13255;13360;SA 12 / 16:25;12/04/2014;16:25:00
1091;8;13275;13375;SA 12 / 16:45;12/04/2014;16:45:00
1199;14;13275;13350;SA 12 / 16:45;12/04/2014;16:45:00
469;4;13280;13366;SA 12 / 16:50;12/04/2014;16:50:00
1021;10;13285;13372;SA 12 / 16:55;12/04/2014;16:55:00
1087;17;13295;13535;SA 12 / 17:05;12/04/2014;17:05:00
557;11;13300;13390;SA 12 / 17:10;12/04/2014;17:10:00
1263;7;13310;13401;SA 12 / 17:20;12/04/2014;17:20:00
807;6;13320;13395;SA 12 / 17:30;12/04/2014;17:30:00
1042;5;13340;13420;SA 12 / 17:50;12/04/2014;17:50:00
725;2;13350;13435;SA 12 / 18:00;12/04/2014;18:00:00
233;14;13380;13391;SA 12 / 18:30;12/04/2014;18:30:00
545;14;13380;13400;SA 12 / 18:30;12/04/2014;18:30:00
1166;14;13380;13433;SA 12 / 18:30;12/04/2014;18:30:00
142;9;13390;13475;SA 12 / 18:40;12/04/2014;18:40:00
860;12;13390;13479;SA 12 / 18:40;12/04/2014;18:40:00
927;4;13400;13480;SA 12 / 18:50;12/04/2014;18:50:00
991;15;13405;13492;SA 12 / 18:55;12/04/2014;18:55:00
924;18;13410;13502;SA 12 / 19:00;12/04/2014;19:00:00
126;13;13420;13513;SA 12 / 19:10;12/04/2014;19:10:00
1195;6;13430;13527;SA 12 / 19:20;12/04/2014;19:20:00
1318;1;13430;13508;SA 12 / 19:20;12/04/2014;19:20:00
196;7;13450;13551;SA 12 / 19:40;12/04/2014;19:40:00
442;16;13450;13531;SA 12 / 19:40;12/04/2014;19:40:00
418;3;13455;13561;SA 12 / 19:45;12/04/2014;19:45:00
200;10;13465;13555;SA 12 / 19:55;12/04/2014;19:55:00
795;8;13475;13593;SA 12 / 20:05;12/04/2014;20:05:00
1142;5;13490;13598;SA 12 / 20:20;12/04/2014;20:20:00
247;11;13500;13605;SA 12 / 20:30;12/04/2014;20:30:00
774;14;13500;13600;SA 12 / 20:30;12/04/2014;20:30:00
426;12;13510;13617;SA 12 / 20:40;12/04/2014;20:40:00
1287;2;13510;13620;SA 12 / 20:40;12/04/2014;20:40:00
229;4;13520;13596;SA 12 / 20:50;12/04/2014;20:50:00
1283;15;13535;13595;SA 12 / 21:05;12/04/2014;21:05:00
521;1;13540;13630;SA 12 / 21:10;12/04/2014;21:10:00
1259;9;13540;13612;SA 12 / 21:10;12/04/2014;21:10:00
625;6;13560;13640;SA 12 / 21:30;12/04/2014;21:30:00
742;16;13570;13643;SA 12 / 21:40;12/04/2014;21:40:00
961;13;13590;13672;SA 12 / 22:00;12/04/2014;22:00:00
830;7;13600;13688;SA 12 / 22:10;12/04/2014;22:10:00
414;10;13605;13675;SA 12 / 22:15;12/04/2014;22:15:00
1126;17;13615;13704;SA 12 / 22:25;12/04/2014;22:25:00
66;3;13625;13724;SA 12 / 22:35;12/04/2014;22:35:00
538;4;13630;13836;SA 12 / 22:40;12/04/2014;22:40:00
1122;5;13630;13715;SA 12 / 22:40;12/04/2014;22:40:00
1146;14;13630;13754;SA 12 / 22:40;12/04/2014;22:40:00
422;11;13640;13724;SA 12 / 22:50;12/04/2014;22:50:00
1247;11;13640;13654;SA 12 / 22:50;12/04/2014;22:50:00
939;15;13645;13730;SA 12 / 22:55;12/04/2014;22:55:00
1046;12;13650;13746;SA 12 / 23:00;12/04/2014;23:00:00
1311;2;13650;13769;SA 12 / 23:00;12/04/2014;23:00:00
531;8;13655;13755;SA 12 / 23:05;12/04/2014;23:05:00
406;9;13660;13750;SA 12 / 23:10;12/04/2014;23:10:00
1318;1;13660;13738;SA 12 / 23:10;12/04/2014;23:10:00
209;16;13690;13783;SA 12 / 23:40;12/04/2014;23:40:00
1065;6;13690;13777;SA 12 / 23:40;12/04/2014;23:40:00
1217;6;14370;14472;DO 13 / 11:00;13/04/2014;11:00:00
461;4;14380;14501;DO 13 / 11:10;13/04/2014;11:10:00
1225;8;14385;14486;DO 13 / 11:15;13/04/2014;11:15:00
363;3;14405;14415;DO 13 / 11:35;13/04/2014;11:35:00
402;3;14405;14455;DO 13 / 11:35;13/04/2014;11:35:00
1255;3;14405;14416;DO 13 / 11:35;13/04/2014;11:35:00
1010;9;14430;14495;DO 13 / 12:00;13/04/2014;12:00:00
1098;15;14435;14540;DO 13 / 12:05;13/04/2014;12:05:00
748;2;14450;14525;DO 13 / 12:20;13/04/2014;12:20:00
82;10;14455;14471;DO 13 / 12:25;13/04/2014;12:25:00
570;10;14455;14455;DO 13 / 12:25;13/04/2014;12:25:00
1054;10;14455;14475;DO 13 / 12:25;13/04/2014;12:25:00
38;11;14490;14523;DO 13 / 13:00;13/04/2014;13:00:00
95;11;14490;14565;DO 13 / 13:00;13/04/2014;13:00:00
311;7;14490;14587;DO 13 / 13:00;13/04/2014;13:00:00
826;14;14490;14608;DO 13 / 13:00;13/04/2014;13:00:00
549;6;14500;14596;DO 13 / 13:10;13/04/2014;13:10:00
695;13;14500;14580;DO 13 / 13:10;13/04/2014;13:10:00
534;17;14505;14557;DO 13 / 13:15;13/04/2014;13:15:00
644;17;14505;14533;DO 13 / 13:15;13/04/2014;13:15:00
1221;1;14510;14606;DO 13 / 13:20;13/04/2014;13:20:00
10;3;14525;14614;DO 13 / 13:35;13/04/2014;13:35:00
46;12;14530;14557;DO 13 / 13:40;13/04/2014;13:40:00
672;12;14530;14586;DO 13 / 13:40;13/04/2014;13:40:00
778;4;14530;14612;DO 13 / 13:40;13/04/2014;13:40:00
1002;12;14530;14557;DO 13 / 13:40;13/04/2014;13:40:00
688;8;14535;14623;DO 13 / 13:45;13/04/2014;13:45:00
225;5;14540;14635;DO 13 / 13:50;13/04/2014;13:50:00
951;9;14560;14650;DO 13 / 14:10;13/04/2014;14:10:00
495;10;14565;14644;DO 13 / 14:15;13/04/2014;14:15:00
975;2;14570;14647;DO 13 / 14:20;13/04/2014;14:20:00
872;15;14595;14660;DO 13 / 14:45;13/04/2014;14:45:00
621;6;14630;14725;DO 13 / 15:20;13/04/2014;15:20:00
582;17;14635;14736;DO 13 / 15:25;13/04/2014;15:25:00
774;14;14640;14740;DO 13 / 15:30;13/04/2014;15:30:00
880;1;14640;14718;DO 13 / 15:30;13/04/2014;15:30:00
315;7;14660;14753;DO 13 / 15:50;13/04/2014;15:50:00
1210;3;14665;14763;DO 13 / 15:55;13/04/2014;15:55:00
283;13;14670;14775;DO 13 / 16:00;13/04/2014;16:00:00
721;11;14670;14784;DO 13 / 16:00;13/04/2014;16:00:00
1150;16;14670;14755;DO 13 / 16:00;13/04/2014;16:00:00
788;8;14675;14845;DO 13 / 16:05;13/04/2014;16:05:00
169;12;14680;14790;DO 13 / 16:10;13/04/2014;16:10:00
525;4;14680;14752;DO 13 / 16:10;13/04/2014;16:10:00
1031;2;14690;14780;DO 13 / 16:20;13/04/2014;16:20:00
217;5;14710;14775;DO 13 / 16:40;13/04/2014;16:40:00
26;9;14720;14844;DO 13 / 16:50;13/04/2014;16:50:00
709;10;14735;14830;DO 13 / 17:05;13/04/2014;17:05:00
263;15;14755;14860;DO 13 / 17:25;13/04/2014;17:25:00
1146;14;14770;14894;DO 13 / 17:40;13/04/2014;17:40:00
491;6;14780;14943;DO 13 / 17:50;13/04/2014;17:50:00
574;17;14785;14904;DO 13 / 17:55;13/04/2014;17:55:00
578;1;14790;14871;DO 13 / 18:00;13/04/2014;18:00:00
299;16;14800;14897;DO 13 / 18:10;13/04/2014;18:10:00
204;2;14810;14899;DO 13 / 18:20;13/04/2014;18:20:00
1110;3;14815;14815;DO 13 / 18:25;13/04/2014;18:25:00
46;12;14820;14847;DO 13 / 18:30;13/04/2014;18:30:00
78;4;14820;14900;DO 13 / 18:30;13/04/2014;18:30:00
672;12;14820;14876;DO 13 / 18:30;13/04/2014;18:30:00
1002;12;14820;14847;DO 13 / 18:30;13/04/2014;18:30:00
319;7;14830;14937;DO 13 / 18:40;13/04/2014;18:40:00
287;13;14840;14949;DO 13 / 18:50;13/04/2014;18:50:00
613;11;14850;15033;DO 13 / 19:00;13/04/2014;19:00:00
924;18;14850;14942;DO 13 / 19:00;13/04/2014;19:00:00
1122;5;14850;14935;DO 13 / 19:00;13/04/2014;19:00:00
834;1;14910;15035;DO 13 / 20:00;13/04/2014;20:00:00
1118;9;14910;14990;DO 13 / 20:00;13/04/2014;20:00:00
434;8;14915;14995;DO 13 / 20:05;13/04/2014;20:05:00
102;10;14925;15008;DO 13 / 20:15;13/04/2014;20:15:00
241;16;14925;15010;DO 13 / 20:15;13/04/2014;20:15:00
453;3;14935;15035;DO 13 / 20:25;13/04/2014;20:25:00
541;2;14940;15053;DO 13 / 20:30;13/04/2014;20:30:00
499;15;14945;15020;DO 13 / 20:35;13/04/2014;20:35:00
561;17;14955;15040;DO 13 / 20:45;13/04/2014;20:45:00
514;4;14970;15054;DO 13 / 21:00;13/04/2014;21:00:00
943;12;14970;15058;DO 13 / 21:00;13/04/2014;21:00:00
1291;5;14970;15047;DO 13 / 21:00;13/04/2014;21:00:00
1195;6;14980;15077;DO 13 / 21:10;13/04/2014;21:10:00
323;7;15010;15123;DO 13 / 21:40;13/04/2014;21:40:00
291;13;15020;15121;DO 13 / 21:50;13/04/2014;21:50:00
121;16;15040;15119;DO 13 / 22:10;13/04/2014;22:10:00
1295;1;15070;15172;DO 13 / 22:40;13/04/2014;22:40:00
826;14;15080;15198;DO 13 / 22:50;13/04/2014;22:50:00
852;8;15085;15187;DO 13 / 22:55;13/04/2014;22:55:00
169;12;15090;15200;DO 13 / 23:00;13/04/2014;23:00:00
629;5;15090;15177;DO 13 / 23:00;13/04/2014;23:00:00
935;2;15090;15213;DO 13 / 23:00;13/04/2014;23:00:00
602;17;15095;15201;DO 13 / 23:05;13/04/2014;23:05:00
680;11;15100;15205;DO 13 / 23:10;13/04/2014;23:10:00
1236;10;15105;15186;DO 13 / 23:15;13/04/2014;23:15:00
1195;6;15110;15207;DO 13 / 23:20;13/04/2014;23:20:00
176;15;15115;15128;DO 13 / 23:25;13/04/2014;23:25:00
856;15;15115;15156;DO 13 / 23:25;13/04/2014;23:25:00
1024;3;15125;15225;DO 13 / 23:35;13/04/2014;23:35:00
229;4;15130;15206;DO 13 / 23:40;13/04/2014;23:40:00
